Column1;Column2;Column3;Column4;Column5;Column6;;;;;
22;4026712479294680;0531 Burning Wood Place;$4.72;Bagelers;1706177173;;;;;
71;6334498127679934;05781 Dexter Lane;$0.85;Bread - Flat Bread;1706177173;;;;;
105;3536818610443535;8198 Evergreen Circle;$7.76;Chicken - White Meat, No Tender;1706177174;;;;;
128;6379299038194591;7004 Kinsman Circle;$5.70;Nut - Cashews, Whole, Raw;1706177174;;;;;
169;30406647347999;83 Meadow Valley Lane;$2.37;Wine - Clavet Saint Emilion;1706177174;;;;;
25;3556868171324801;18 Hoepker Junction;$3.23;Cauliflower;1706177175;;;;;
65;3580204255786261;14917 Heath Point;$2.83;Dried Apple;1706177175;;;;;
71;5477291413680776;53100 Tennessee Court;$1.35;Cheese - Fontina;1706177175;;;;;
53;374622260027734;4 Birchwood Avenue;$8.83;Wine - Placido Pinot Grigo;1706177176;;;;;
112;670996060127848448;210 Linden Pass;$5.68;Cake - Miini Cheesecake Cherry;1706177177;;;;;
112;56022287192750825;04 Barnett Terrace;$5.22;Cheese - Mozzarella, Shredded;1706177177;;;;;
128;5602251305500324;8 West Place;$2.10;Lamb - Whole, Fresh;1706177177;;;;;
185;4911929922205624080;2023 Bonner Drive;$0.62;Flavouring Vanilla Artificial;1706177177;;;;;
190;3532159835184313;82055 Muir Street;$3.44;Soup - Campbells, Creamy;1706177177;;;;;
30;3555746332125781;97 Rigney Point;$0.52;Sobe - Liz Blizz;1706177177;;;;;
85;6304558257352309;4312 Laurel Point;$7.75;Lamb - Whole Head Off,nz;1706177177;;;;;
101;3564969552348805;8400 Sycamore Place;$1.30;Flour - Bread;1706177178;;;;;
72;3573537855293843;07548 Scofield Drive;$0.81;Muffin Batt - Carrot Spice;1706177178;;;;;
1;4405671200731223;132 Namekagon Pass;$7.38;Fondant - Icing;1706177179;;;;;
103;4903103941258388;84 Montana Point;$8.54;Oil - Grapeseed Oil;1706177179;;;;;
116;3560918363284331;6 Mcbride Lane;$8.57;Butter Ripple - Phillips;1706177179;;;;;
63;3587528241475537;6 Caliangt Avenue;$8.43;Tarts Assorted;1706177179;;;;;
131;3563321060573626;234 Buena Vista Crossing;$8.25;Cups 10oz Trans;1706177180;;;;;
168;3582352386035658;81509 Maywood Lane;$4.56;Lobster - Live;1706177180;;;;;
179;676355459100883343;4 Roth Way;$1.91;French Pastry - Mini Chocolate;1706177180;;;;;
192;3581501328622210;572 Hazelcrest Road;$9.48;Icecream - Dstk Super Cone;1706177180;;;;;
36;374622812939303;955 Monterey Circle;$7.43;Bulgar;1706177180;;;;;
95;5544367213044188;202 Magdeline Hill;$9.11;Garbage Bags - Black;1706177180;;;;;
1;5610925364897305;61656 Bayside Crossing;$3.22;Appetizer - Mini Egg Roll Shrimp;1706177181;;;;;
124;3556989009762556;5 Lukken Junction;$1.82;Ice Cream Bar - Oreo Sandwich;1706177181;;;;;
23;3536191381543523;82132 Center Place;$4.05;Crawfish;1706177181;;;;;
127;3584326299722238;5951 Lyons Point;$1.79;Mushroom - Lg - Cello;1706177182;;;;;
22;5602218565207296;2151 Corscot Trail;$0.61;Sauce - Marinara;1706177182;;;;;
5;3569177437464129;95016 Crescent Oaks Junction;$2.82;Mountain Dew;1706177182;;;;;
65;560224375848279872;1551 Hayes Way;$5.85;Pepsi - Diet, 355 Ml;1706177182;;;;;
91;560224778882442886;7 Bellgrove Hill;$3.27;Bread - Rolls, Rye;1706177182;;;;;
151;3530087520555400;8 Acker Trail;$0.22;Bread - Sour Batard;1706177183;;;;;
187;670972148732680831;85 Ryan Park;$0.52;Lettuce - Escarole;1706177183;;;;;
199;5038399616814708985;33 Brentwood Plaza;$7.66;Mushrooms - Honey;1706177183;;;;;
199;3587603810368916;64947 Schurz Center;$2.27;Veal - Tenderloin, Untrimmed;1706177183;;;;;
111;5100174343403987;6158 Waywood Road;$9.31;Paper Cocktail Umberlla 80 - 180;1706177184;;;;;
114;201924313101675;1 Randy Pass;$3.32;Salmon Steak - Cohoe 6 Oz;1706177184;;;;;
174;3584985674414404;1 Hoffman Circle;$7.29;Hagen Daza - Dk Choocolate;1706177184;;;;;
52;5100140036486225;5 Moose Parkway;$7.93;Cherries - Fresh;1706177184;;;;;
63;3531399648321071;0892 Sundown Crossing;$2.43;Bread Base - Gold Formel;1706177184;;;;;
90;3558877933562275;4770 Columbus Court;$0.97;Liners - Banana, Paper;1706177184;;;;;
141;201830224488012;5 Lerdahl Pass;$1.71;Beef - Tongue Fresh;1706177185;;;;;
168;201978113956332;105 Golf Course Junction;$4.64;Bread - Raisin Walnut Pull;1706177185;;;;;
182;5100141413482423;2 Mcguire Way;$9.88;Basil - Primerba, Paste;1706177185;;;;;
29;56022268525472048;289 Chive Junction;$5.12;Scallops 60/80 Iqf;1706177185;;;;;
67;5002352739250597;9 Talisman Park;$8.83;Rice - 7 Grain Blend;1706177185;;;;;
121;5168061607933677;1 Summerview Place;$7.92;Horseradish - Prepared;1706177186;;;;;
27;630463459481230706;04449 Rigney Parkway;$1.61;Chicken Giblets;1706177186;;;;;
112;630484252210988743;9312 Forster Avenue;$0.07;Bread - Dark Rye;1706177187;;;;;
134;5602229328704792;9 Trailsway Lane;$4.84;Bag Stand;1706177187;;;;;
24;5468453279011600;6778 Calypso Hill;$9.71;Potatoes - Yukon Gold, 80 Ct;1706177187;;;;;
3;67716623109654635;75553 Waxwing Circle;$5.53;Filter - Coffee;1706177187;;;;;
41;3543658537835764;97842 Buell Circle;$2.72;Mountain Dew;1706177187;;;;;
7;3573405802207979;13 Lindbergh Hill;$5.20;Sorrel - Fresh;1706177187;;;;;
160;4041594208336987;0 Blackbird Terrace;$1.77;Figs;1706177188;;;;;
2;4395416201754;638 Duke Plaza;$4.68;Sauce - Black Current, Dry Mix;1706177188;;;;;
181;3531955620845583;07 Sommers Way;$6.28;Flour - Strong Pizza;1706177189;;;;;
37;3544811545170174;3983 Crowley Court;$6.27;Water - Spring 1.5lit;1706177189;;;;;
76;502017990991768258;028 Montana Junction;$0.80;Pepper - White, Ground;1706177189;;;;;
92;3566436338189455;7 Clemons Way;$9.63;Squid - Breaded;1706177189;;;;;
98;3545359197076249;8375 Westridge Way;$2.22;Flower - Potmums;1706177189;;;;;
117;201483373936355;170 Rieder Drive;$7.15;Pork - Back, Long Cut, Boneless;1706177190;;;;;
23;3556080416536211;4 Cardinal Hill;$0.79;Dill - Primerba, Paste;1706177190;;;;;
77;201813943479769;3653 Sutteridge Park;$0.12;Cheese - Grie Des Champ;1706177190;;;;;
10;589361033520439486;2 Lawn Place;$1.19;Bacardi Limon;1706177191;;;;;
109;372301374370353;399 Reindahl Crossing;$8.51;Towel Multifold;1706177191;;;;;
151;3532636575584778;93620 Lighthouse Bay Place;$6.17;Lobster - Base;1706177191;;;;;
164;3564600716022800;16 Garrison Terrace;$10.00;Beer - Original Organic Lager;1706177191;;;;;
186;3566939487131376;1795 Morning Hill;$4.15;Soap - Hand Soap;1706177191;;;;;
6;379170186682930;84252 Union Trail;$7.52;Pork - Ground;1706177191;;;;;
73;5018509382352146117;8646 Paget Terrace;$7.65;Chicken - Whole Fryers;1706177191;;;;;
95;3569848194345764;19523 Judy Trail;$0.00;Broom - Corn;1706177191;;;;;
120;201440431337794;7 Haas Drive;$8.10;Flour - Strong;1706177192;;;;;
102;3573020407666220;0639 Northview Junction;$4.98;Apple - Delicious, Golden;1706177193;;;;;
163;3567418320476966;4642 Lien Avenue;$7.00;Bread Fig And Almond;1706177193;;;;;
117;5602240379689048;94901 Bartelt Parkway;$2.04;Cheese - Mascarpone;1706177194;;;;;
136;3568052806727136;35 Reinke Hill;$5.13;Versatainer Nc - 888;1706177194;;;;;
141;06043438435385354;82304 Northwestern Alley;$2.03;Sprouts - Brussel;1706177195;;;;;
146;3574052371415531;21695 Summit Hill;$3.01;Bread - Corn Muffaleta Onion;1706177195;;;;;
174;630442838160364587;55 Iowa Terrace;$6.69;Juice - Cranberry, 341 Ml;1706177195;;;;;
68;201595584513085;925 Oak Valley Alley;$7.99;Wine - Tribal Sauvignon;1706177195;;;;;
104;3528004884641035;03157 Golf Parkway;$4.53;Beef - Shank;1706177196;;;;;
188;5100179029962586;3 Old Gate Hill;$2.42;Nutmeg - Ground;1706177196;;;;;
31;5583353457454012;888 Myrtle Plaza;$7.63;Sobe - Berry Energy;1706177196;;;;;
21;3532005012197414;124 Golf Park;$1.95;Tart Shells - Savory 3;1706177197;;;;;
29;4026945695890234;9236 Vera Parkway;$8.70;Nantucket - Carrot Orange;1706177197;;;;;
83;3533619533299696;72 Hoard Pass;$6.49;Wine - White, Ej;1706177197;;;;;
96;3563408750281311;1 Kinsman Park;$9.16;Beef - Ground Medium;1706177197;;;;;
135;3552734510684376;465 Toban Park;$9.80;Bacardi Breezer - Tropical;1706177198;;;;;
145;5501754652093803;30608 Moulton Drive;$7.16;Ice - Clear, 300 Lb For Carving;1706177198;;;;;
199;3584695994257447;665 Prairieview Park;$2.72;Sauce - Bernaise, Mix;1706177198;;;;;
81;30518788374473;3 Evergreen Road;$2.59;Wine - Fat Bastard Merlot;1706177198;;;;;
94;3563557569252127;00510 Homewood Road;$7.61;Plate Foam Laminated 9in Blk;1706177198;;;;;
122;5379644408429303;65 Monterey Parkway;$1.28;Banana;1706177199;;;;;
129;676157965026231649;6870 Farragut Trail;$5.31;Muffin Hinge - 211n;1706177199;;;;;
35;3566077115503037;9 Hallows Hill;$8.55;Cleaner - Pine Sol;1706177199;;;;;
126;490358892313850811;8839 Service Plaza;$3.81;Cocoa Powder - Dutched;1706177200;;;;;
34;3550524549676721;1116 Schlimgen Court;$7.70;Chocolate - Liqueur Cups With Foil;1706177200;;;;;
45;3573900854583012;445 Anzinger Street;$0.53;Fennel;1706177200;;;;;
47;3578518893906781;38 Dwight Street;$6.49;Cheese - Brick With Pepper;1706177200;;;;;
10;4017952354488;5106 Oneill Crossing;$1.66;Wine - Acient Coast Caberne;1706177201;;;;;
101;5048378291071986;779 Eliot Plaza;$7.71;Longan;1706177201;;;;;
132;377915794626550;8 Waywood Alley;$6.36;Beer - Paulaner Hefeweisse;1706177201;;;;;
155;4684662477337;1 Lunder Crossing;$5.22;Veal - Slab Bacon;1706177201;;;;;
199;3576981362737156;0999 Claremont Way;$5.11;Soup Campbells - Italian Wedding;1706177201;;;;;
154;4844710956134767;858 Kingsford Parkway;$2.93;Beef - Striploin Aa;1706177202;;;;;
53;3538376871462627;7 Pankratz Center;$5.74;Oregano - Dry, Rubbed;1706177202;;;;;
7;5007660020127778;130 Oak Hill;$0.23;Capon - Breast Double Wing On;1706177202;;;;;
112;6334192889405253;027 Grim Alley;$1.05;Towel Dispenser;1706177203;;;;;
164;201613457739636;323 Corscot Hill;$6.36;Beer - Pilsner Urquell;1706177203;;;;;
143;4936773140872163092;3 Meadow Vale Road;$0.11;Muffin Mix - Oatmeal;1706177204;;;;;
89;3567487624380034;405 Hanover Parkway;$9.52;Pastry - Baked Scones - Mini;1706177204;;;;;
1;676292382647762919;2 Shopko Pass;$3.15;Ecolab Digiclean Mild Fm;1706177205;;;;;
145;3547699847697045;343 Larry Street;$7.37;Duck - Breast;1706177205;;;;;
16;3540362612141270;57400 Clove Alley;$6.68;Longos - Lasagna Veg;1706177205;;;;;
188;67060459841905890;07573 Declaration Circle;$2.17;Trout - Smoked;1706177205;;;;;
2;201619270156791;7 Sunnyside Parkway;$4.64;Wine - Acient Coast Caberne;1706177205;;;;;
35;3542064178876418;3 Randy Plaza;$6.19;Bread Crumbs - Panko;1706177205;;;;;
45;30205935070135;72 Norway Maple Road;$2.13;Muffin - Mix - Bran And Maple 15l;1706177205;;;;;
149;3542892938044020;1523 Emmet Street;$1.72;Veal - Eye Of Round;1706177206;;;;;
167;3578152074479416;486 Browning Crossing;$5.45;Energy Drink - Franks Pineapple;1706177206;;;;;
173;3544920160161481;8046 Summerview Place;$6.08;Bread - Burger;1706177206;;;;;
157;63047138964447131;483 Dottie Crossing;$8.68;Jameson Irish Whiskey;1706177207;;;;;
194;3544936922296795;80 Spenser Alley;$8.25;Wine - Savigny - Les - Beaune;1706177207;;;;;
31;3542636382894228;38111 Rowland Way;$9.35;Cheese - Valancey;1706177207;;;;;
79;3578267721406784;07 Marcy Center;$3.40;Squash - Butternut;1706177207;;;;;
89;3575593679562077;19465 Service Alley;$0.58;Flour - Bran Red;1706177207;;;;;
115;3589727215080673;0485 Dakota Center;$2.83;Tea Leaves - Oolong;1706177208;;;;;
124;3589501557257847;12629 Anderson Point;$6.47;Syrup - Pancake;1706177208;;;;;
185;30320916220011;40623 Blue Bill Park Road;$7.16;Mace;1706177208;;;;;
140;4041591789791275;79211 Hoepker Trail;$5.57;Shrimp - 16/20, Peeled Deviened;1706177209;;;;;
74;371749125922529;2317 Golf Course Hill;$8.11;Muffin Chocolate Individual Wrap;1706177209;;;;;
107;6759466047591576;025 Waywood Crossing;$9.43;Coffee Swiss Choc Almond;1706177210;;;;;
24;201560652505165;572 Barnett Pass;$5.83;Cake - Cheese Cake 9 Inch;1706177210;;;;;
46;3581448433748466;3 Monica Point;$7.14;Bowl 12 Oz - Showcase 92012;1706177210;;;;;
59;4508548343620487;549 Shelley Point;$3.62;Chicken - Diced, Cooked;1706177210;;;;;
96;6374104927623012;6236 American Court;$8.50;Fond - Neutral;1706177210;;;;;
161;3581359798082591;1447 Judy Avenue;$8.18;Wine - White, Lindemans Bin 95;1706177211;;;;;
164;5048377543190966;4254 5th Park;$8.22;Wine - Pinot Noir Latour;1706177211;;;;;
166;3547529723938785;2 Grasskamp Lane;$5.02;Creme De Menthe Green;1706177211;;;;;
96;30017561457969;3634 Fulton Parkway;$3.46;Wine - Bouchard La Vignee Pinot;1706177211;;;;;
107;56109788528332192;5403 Dorton Crossing;$0.03;Basil - Fresh;1706177212;;;;;
152;3572258858936012;802 Miller Court;$1.74;Steamers White;1706177212;;;;;
17;30199805135427;7 Bartelt Plaza;$1.94;Longan;1706177212;;;;;
29;5641829383710133997;19 Transport Terrace;$7.68;Water - Spring 1.5lit;1706177212;;;;;
104;372301706859131;942 Pine View Point;$5.57;Tea Leaves - Oolong;1706177213;;;;;
96;675935602611874803;34 Summer Ridge Parkway;$7.91;Wooden Mop Handle;1706177213;;;;;
60;3557844464933391;06 Thompson Pass;$7.68;Coconut - Whole;1706177214;;;;;
63;3586742055992740;9 Rieder Road;$7.55;Roe - White Fish;1706177214;;;;;
88;3564025625664312;6 Merry Park;$6.09;Crab - Blue Frozen;1706177214;;;;;
111;3580004679237226;35 Harbort Court;$3.61;Sauce - Mint;1706177215;;;;;
117;5007660991508865;7165 Butterfield Lane;$4.99;Wine - Barolo Fontanafredda;1706177215;;;;;
30;5048377531363104;541 Shasta Street;$5.51;Pate - Liver;1706177215;;;;;
109;4041595680237601;963 Division Trail;$2.46;Shrimp - 100 / 200 Cold Water;1706177216;;;;;
150;3544284239159640;4730 Little Fleur Lane;$0.21;Cake Sheet Combo Party Pack;1706177216;;;;;
174;6389328995632208;6 Petterle Street;$9.42;Tomatoes - Yellow Hot House;1706177216;;;;;
178;501816758673137430;13 High Crossing Plaza;$1.43;Oil - Hazelnut;1706177216;;;;;
104;3571281793384313;0321 Meadow Valley Drive;$8.97;Beef - Ground Medium;1706177217;;;;;
33;3550706995753159;236 Londonderry Junction;$3.11;Wine - Penfolds Koonuga Hill;1706177217;;;;;
60;3547030957502496;07435 Arrowood Drive;$7.02;Tea - Earl Grey;1706177217;;;;;
136;4911213968460314177;60781 Sloan Center;$7.28;Juice - Grapefruit, 341 Ml;1706177218;;;;;
187;201703396602241;78708 Nobel Center;$4.61;Chickhen - Chicken Phyllo;1706177218;;;;;
79;3533423578558714;6759 Tomscot Parkway;$6.54;Pepper - Chipotle Canned;1706177218;;;;;
97;30415749786913;67685 Orin Pass;$9.23;Initation Crab Meat;1706177219;;;;;
105;4041592010292;6 Orin Crossing;$9.92;Lettuce - Boston Bib - Organic;1706177220;;;;;
12;3549671630297034;39 Cottonwood Way;$2.16;Sugar - Brown, Individual;1706177220;;;;;
21;3529645940321134;710 American Point;$9.25;Onions - Spanish;1706177220;;;;;
42;4387428127558698;42 Sutteridge Road;$2.50;Eggplant Italian;1706177220;;;;;
7;63045736968659734;27 Holmberg Drive;$7.53;Soup - Verve - Chipotle Chicken;1706177220;;;;;
77;3535178792738363;90 Moose Park;$2.68;Doilies - 5, Paper;1706177220;;;;;
105;201741322147097;3567 Eastlawn Parkway;$8.76;Sambuca Cream;1706177221;;;;;
190;3570934151167230;69 Kropf Hill;$6.50;Cake Circle, Foil, Scallop;1706177221;;;;;
57;374288435369193;2 Gerald Street;$1.13;Spinach - Packaged;1706177221;;;;;
6;4041593952205117;271 Mendota Drive;$4.59;Chicken - Base, Ultimate;1706177221;;;;;
110;5233377446470684;536 Roxbury Circle;$9.38;Flour - Cake;1706177222;;;;;
15;3572156339320246;7466 John Wall Point;$3.61;Ecolab - Orange Frc, Cleaner;1706177222;;;;;
23;4913328046966241;833 Nancy Lane;$5.44;Bread - Corn Muffaleta Onion;1706177222;;;;;
58;4911707374650327017;6135 Larry Drive;$8.80;Mop Head - Cotton, 24 Oz;1706177222;;;;;
106;374622376908678;8617 Messerschmidt Point;$7.98;Chocolate Bar - Smarties;1706177223;;;;;
113;5100144661894661;76 Bultman Alley;$0.22;Pork - Back Ribs;1706177223;;;;;
125;5602234681714966;7 Ramsey Junction;$4.70;Beer - Guiness;1706177223;;;;;
128;3547349594916772;4 Huxley Terrace;$3.09;Lychee - Canned;1706177223;;;;;
140;30243115709420;66 Eastlawn Trail;$1.58;Tea - Earl Grey;1706177223;;;;;
146;6762804516759637459;0618 Monument Road;$5.23;Foam Tray S2;1706177223;;;;;
150;3572417980968919;38537 Sage Junction;$2.14;Wine - Redchard Merritt;1706177223;;;;;
167;6386343704568851;21020 Corscot Court;$4.67;Wine - Red, Wolf Blass, Yellow;1706177223;;;;;
110;3569034543006221;36418 Carberry Plaza;$6.67;Edible Flower - Mixed;1706177224;;;;;
21;6382842144879103;883 Fieldstone Point;$3.52;Appetizer - Cheese Bites;1706177224;;;;;
60;5602215078968984;6 Express Lane;$7.59;Octopus - Baby Cleaned;1706177224;;;;;
76;5602250940861943;548 Warner Trail;$8.47;Corn Meal;1706177224;;;;;
159;372301267182196;88158 Namekagon Road;$0.76;Soup - Campbells Minestrone;1706177225;;;;;
198;5641821942489511143;9 Rusk Trail;$0.78;Nut - Walnut, Chopped;1706177225;;;;;
3;5007666336902663;389 Caliangt Parkway;$7.90;Sauce - Bernaise, Mix;1706177225;;;;;
75;6371812910487632;7 Victoria Parkway;$9.74;Wooden Mop Handle;1706177225;;;;;
95;4905793550246266;83 Sloan Road;$0.72;Energy Drink - Franks Original;1706177225;;;;;
109;30172103435161;159 Toban Point;$3.59;Garam Marsala;1706177226;;;;;
50;3533704551289967;7 Emmet Avenue;$0.97;Avocado;1706177226;;;;;
18;50383596692819757;65 Browning Plaza;$7.71;Basil - Pesto Sauce;1706177227;;;;;
188;3585885354376007;433 Russell Drive;$3.21;Grouper - Fresh;1706177227;;;;;
33;5435278049404292;9 Karstens Hill;$2.89;Apple - Delicious, Golden;1706177227;;;;;
71;5610335623726693;2773 Steensland Crossing;$2.30;Wine - Pinot Noir Stoneleigh;1706177227;;;;;
91;6761375452517461;72025 Kim Terrace;$2.19;Table Cloth 53x53 White;1706177227;;;;;
126;3589652335140217;75 Sycamore Crossing;$2.04;Snapple Raspberry Tea;1706177228;;;;;
169;3555645798418112;63437 2nd Alley;$0.06;Cheese Cloth;1706177228;;;;;
152;30380901331355;083 Merry Place;$7.73;Pasta - Rotini, Dry;1706177229;;;;;
176;5602247511984591;93 Kim Place;$9.67;Wine - Hardys Bankside Shiraz;1706177229;;;;;
188;201889439218440;4 Armistice Way;$5.05;Turkey - Breast, Double;1706177229;;;;;
3;6388766817981041;83 Pine View Street;$0.02;Wine - Peller Estates Late;1706177229;;;;;
66;3566525657875569;66 Westend Drive;$6.94;Sproutsmustard Cress;1706177229;;;;;
85;36893678703493;8020 Hansons Avenue;$2.36;Rum - Cream Amarula;1706177229;;;;;
113;4041599349602;08 Stoughton Alley;$9.31;Nescafe - Frothy French Vanilla;1706177230;;;;;
119;3532317628277450;62317 Sunfield Drive;$4.26;Gelatine Leaves - Envelopes;1706177230;;;;;
175;5100137496216811;1477 Lyons Pass;$0.10;Tuna - Canned, Flaked, Light;1706177230;;;;;
37;5010128380696621;621 Service Terrace;$0.81;Cheese - Camembert;1706177230;;;;;
100;3563429209724792;321 Harbort Hill;$8.35;Mix - Cappucino Cocktail;1706177231;;;;;
160;560221020109111843;108 Ohio Lane;$0.25;Cheese - Goat;1706177231;;;;;
27;3588771963934179;7313 Little Fleur Way;$0.38;Appetizer - Asian Shrimp Roll;1706177231;;;;;
48;3547583279840952;46563 Dennis Plaza;$1.86;Cheese - Asiago;1706177231;;;;;
84;5018673912545305756;60 Lerdahl Junction;$9.92;The Pop Shoppe - Black Cherry;1706177231;;;;;
108;50188792041905119;41 Graedel Point;$8.42;Compound - Strawberry;1706177232;;;;;
137;5602214230298984;32388 Bunker Hill Hill;$6.72;Pie Filling - Cherry;1706177232;;;;;
51;3552855847433029;431 Susan Park;$0.10;Fuji Apples;1706177232;;;;;
67;3535347737205974;8 Banding Point;$3.39;Ezy Change Mophandle;1706177232;;;;;
87;3568625164663645;7973 Colorado Crossing;$6.11;Cheese - Parmesan Grated;1706177232;;;;;
162;337941273733245;10344 Delladonna Lane;$5.17;Soup Campbells - Tomato Bisque;1706177233;;;;;
175;201828017268203;1058 Kenwood Terrace;$2.95;Turnip - Wax;1706177233;;;;;
101;3587442688724474;42 Forest Dale Lane;$6.51;Food Colouring - Orange;1706177234;;;;;
170;5108754090094022;98812 Eliot Pass;$9.19;Wine - Barossa Valley Estate;1706177234;;;;;
37;3547454287375433;18 Browning Center;$3.50;Gelatine Powder;1706177234;;;;;
147;3553618755326356;617 Swallow Street;$7.50;Sauce - Sesame Thai Dressing;1706177235;;;;;
156;3577712514891735;50151 Del Mar Hill;$3.76;Wanton Wrap;1706177235;;;;;
58;5602229196243030;86 Karstens Way;$1.75;Pail - 4l White, With Handle;1706177235;;;;;
184;201459534838888;3 Lotheville Hill;$4.61;Tamarillo;1706177236;;;;;
199;201402073925492;5660 Mallory Terrace;$3.43;Beer - Alexander Kieths, Pale Ale;1706177236;;;;;
31;345631702077153;42 Grover Lane;$9.28;Potatoes - Instant, Mashed;1706177236;;;;;
6;676764432319948236;84165 8th Road;$3.67;Tea - Decaf 1 Cup;1706177236;;;;;
98;5602252293031892;50 Waubesa Plaza;$6.45;Raisin - Golden;1706177236;;;;;
124;201490324454826;1284 Lerdahl Street;$3.91;Roe - Flying Fish;1706177237;;;;;
140;3544839769789007;2 Waywood Trail;$0.34;Saskatoon Berries - Frozen;1706177237;;;;;
31;30183506977840;59463 Northport Hill;$0.82;Chips - Miss Vickies;1706177237;;;;;
44;6388879129949653;2370 Kinsman Park;$3.97;Prunes - Pitted;1706177237;;;;;
56;6331105947873364;07 Mariners Cove Trail;$0.52;Mushroom - Enoki, Fresh;1706177237;;;;;
61;3558827804692917;0136 Melby Hill;$9.56;True - Vue Containers;1706177237;;;;;
87;3582850994020087;57524 Atwood Point;$9.45;Icecream Cone - Areo Chocolate;1706177237;;;;;
171;3561190544480985;07 Mitchell Road;$4.58;Beef - Striploin;1706177238;;;;;
59;374622651200569;60 Mifflin Court;$1.48;Island Oasis - Banana Daiquiri;1706177238;;;;;
9;30403367859006;51 Ohio Drive;$5.30;Cookies - Englishbay Chochip;1706177238;;;;;
140;5170068633300330;97685 Bluestem Parkway;$6.48;Pork - Back, Short Cut, Boneless;1706177239;;;;;
197;5431266763414690;3 Charing Cross Street;$1.24;Lentils - Green Le Puy;1706177239;;;;;
20;0604328963824888;4202 Mariners Cove Place;$1.76;Remy Red Berry Infusion;1706177239;;;;;
22;4041599277084;5 Nelson Junction;$9.19;Bread - Roll, Canadian Dinner;1706177239;;;;;
30;201908158127218;7767 Del Mar Alley;$7.24;Lobster - Canned Premium;1706177239;;;;;
67;3563989801136034;1 Scott Drive;$9.62;Potatoes - Parissienne;1706177239;;;;;
98;30179112270968;119 Twin Pines Trail;$1.81;Doilies - 10, Paper;1706177239;;;;;
16;4175005950650358;77264 Buena Vista Court;$3.25;Artichoke - Hearts Canned;1706177240;;;;;
168;3584932476405834;6 Alpine Junction;$2.42;Juice - Ocean Spray Cranberry;1706177240;;;;;
4;3559107251493633;28169 Forest Run Way;$0.53;Container - Hngd Cll Blk 7x7x3;1706177240;;;;;
106;3547208342492470;7 Mesta Crossing;$3.02;Lobster - Canned Premium;1706177241;;;;;
123;5340776929748468;86195 Del Sol Way;$1.69;Cafe Royale;1706177241;;;;;
193;3570322696964164;07462 Reindahl Park;$3.02;Flour Dark Rye;1706177241;;;;;
81;501828727121855378;28 Merry Terrace;$4.37;Pork Loin Cutlets;1706177241;;;;;
91;5109838542146040;9588 Texas Road;$4.89;Squid U5 - Thailand;1706177241;;;;;
118;56022255530578562;8543 East Hill;$4.14;Orange - Blood;1706177242;;;;;
146;345892267666349;9 Grover Court;$1.98;Sugar - Cubes;1706177242;;;;;
15;30346150945690;98115 Dakota Road;$6.28;Lobster - Tail 6 Oz;1706177242;;;;;
182;5602240558191824;9 Gale Way;$10.00;Chinese Lemon Pork;1706177242;;;;;
186;6759303312569825472;08 Arapahoe Center;$7.50;Tea - Decaf Lipton;1706177242;;;;;
21;3575719744180674;003 Pepper Wood Terrace;$9.96;Oil - Safflower;1706177242;;;;;
26;3588532776280576;324 3rd Hill;$5.41;Guava;1706177242;;;;;
43;4911101921061589965;76 Ridgeview Way;$5.45;Chocolate - White;1706177242;;;;;
45;3558801528770945;330 Sutteridge Center;$6.30;Vector Energy Bar;1706177242;;;;;
123;5602225772817244008;5423 Dapin Street;$3.41;Liqueur Banana, Ramazzotti;1706177243;;;;;
137;0604477659946263;6 Iowa Terrace;$0.88;Jam - Raspberry;1706177243;;;;;
155;6374664549683546;03 Burning Wood Pass;$9.26;Tray - Foam, Square 4 - S;1706177243;;;;;
158;3573331656132164;22 Lake View Crossing;$5.15;Bacardi Breezer - Strawberry;1706177243;;;;;
159;6370023115900186;23920 Merrick Place;$3.68;Bread - Rolls, Rye;1706177243;;;;;
22;4917490457716410;3 Bay Plaza;$2.87;Icecream - Dstk Strw Chseck;1706177243;;;;;
60;3582394997614646;7787 Towne Trail;$7.39;Shiro Miso;1706177243;;;;;
76;3565409172499265;7 Boyd Trail;$2.59;Versatainer Nc - 9388;1706177243;;;;;
115;30247739437136;5 Hoepker Place;$6.88;Nut - Walnut, Pieces;1706177244;;;;;
153;561040229117203024;5221 Bonner Pass;$7.31;Basil - Pesto Sauce;1706177244;;;;;
177;30111119876182;227 Haas Lane;$4.22;Cabbage - Green;1706177244;;;;;
74;3558206768232590;488 Bultman Park;$4.77;Lotus Root;1706177244;;;;;
100;6759559571319933;5 Lillian Place;$6.67;Chocolate - Pistoles, White;1706177245;;;;;
113;30558913083730;20 Roxbury Way;$3.03;Lamb - Whole, Fresh;1706177245;;;;;
170;3572628422819532;381 Vahlen Parkway;$4.88;Flour - So Mix Cake White;1706177245;;;;;
182;4041598053049;1 Maryland Plaza;$9.72;Beef - Tenderloin;1706177245;;;;;
31;201905230079524;34266 Erie Avenue;$7.77;Straw - Regular;1706177245;;;;;
79;30420960102873;106 Center Center;$4.68;Appetizer - Smoked Salmon / Dill;1706177245;;;;;
177;36561594136037;8 Anhalt Point;$7.22;Mix - Cocktail Ice Cream;1706177246;;;;;
102;5100134176553704;44 Browning Court;$1.28;Wine - Red Pelee Island Merlot;1706177247;;;;;
123;3586101418556793;16 Oneill Parkway;$8.09;Cake Slab;1706177247;;;;;
